benchmark,valid,warmup,elapsed_ms,socket,heap_size,gc,cpu_freq_mhz,dram_j,cpu_j,package_j
jme,true,true,1151,0,116m,serial,1.2GHz,0.470765000,1.342163000,2.784119000
jme,true,true,1141,0,116m,serial,1.2GHz,0.470948000,1.259216000,2.701844000
jme,true,true,915,0,116m,serial,1.2GHz,0.373658000,1.009583000,2.180237000
jme,true,true,797,0,116m,serial,1.2GHz,0.313598000,0.850403000,1.860473000
jme,true,true,753,0,116m,serial,1.2GHz,0.286866000,0.806396000,1.741333000
jme,true,true,1014,0,116m,serial,1.2GHz,0.427307000,1.191223000,2.477356000
jme,true,true,937,0,116m,serial,1.2GHz,0.398743000,1.031617000,2.227966000
jme,true,true,847,0,116m,serial,1.2GHz,0.321717000,0.896729000,1.950805000
jme,true,true,707,0,116m,serial,1.2GHz,0.298279000,0.776917000,1.691040000
jme,true,true,1003,0,116m,serial,1.2GHz,0.405029000,1.087402000,2.355102000
jme,true,true,1054,0,116m,serial,1.2GHz,0.432922000,1.172608000,2.509766000
jme,true,true,760,0,116m,serial,1.2GHz,0.294434000,0.809143000,1.761780000
jme,true,true,683,0,116m,serial,1.2GHz,0.266907000,0.717285000,1.578125000
jme,true,true,1104,0,116m,serial,1.2GHz,0.482666000,1.227661000,2.635987000
jme,true,true,874,0,116m,serial,1.2GHz,0.346619000,0.939819000,2.032715000
jme,true,true,690,0,116m,serial,1.2GHz,0.270874000,0.718994000,1.588928000
jme,true,true,929,0,116m,serial,1.2GHz,0.377930000,1.073303000,2.241150000
jme,true,true,1023,0,116m,serial,1.2GHz,0.444214000,1.116333000,2.420715000
jme,true,true,845,0,116m,serial,1.2GHz,0.359558000,0.975830000,2.046753000
jme,true,true,948,0,116m,serial,1.2GHz,0.414672000,1.024719000,2.237121000
jme,true,true,668,0,116m,serial,1.2GHz,0.256592000,0.680665000,1.513916000
jme,true,true,677,0,116m,serial,1.2GHz,0.271057000,0.711303000,1.572326000
jme,true,true,845,0,116m,serial,1.2GHz,0.327697000,0.902344000,1.961120000
jme,true,true,677,0,116m,serial,1.2GHz,0.267883000,0.698426000,1.556885000
jme,true,true,632,0,116m,serial,1.2GHz,0.253052000,0.641479000,1.440247000
jme,true,true,690,0,116m,serial,1.2GHz,0.268676000,0.717835000,1.585510000
jme,true,true,634,0,116m,serial,1.2GHz,0.242736000,0.649353000,1.444336000
jme,true,true,665,0,116m,serial,1.2GHz,0.260132000,0.679016000,1.513061000
jme,true,true,1015,0,116m,serial,1.2GHz,0.413514000,1.116638000,2.406494000
jme,true,true,658,0,116m,serial,1.2GHz,0.260743000,0.738037000,1.571106000
jme,true,true,636,0,116m,serial,1.2GHz,0.260070000,0.657044000,1.473022000
jme,true,true,820,0,116m,serial,1.2GHz,0.328552000,0.872803000,1.911255000
jme,true,true,626,0,116m,serial,1.2GHz,0.244629000,0.689331000,1.471435000
jme,true,true,680,0,116m,serial,1.2GHz,0.266358000,0.703674000,1.565307000
jme,true,true,1092,0,116m,serial,1.2GHz,0.431275000,1.237549000,2.604615000
jme,true,true,824,0,116m,serial,1.2GHz,0.360595000,0.872071000,1.929932000
jme,true,true,5108,0,116m,serial,1.2GHz,1.995667000,6.451355000,12.813782000
jme,true,true,1509,0,116m,serial,1.2GHz,0.575744000,1.801330000,3.677063000
jme,true,true,1375,0,116m,serial,1.2GHz,0.540100000,1.623902000,3.343445000
jme,true,true,1256,0,116m,serial,1.2GHz,0.562255000,1.465576000,3.060608000
jme,true,true,1247,0,116m,serial,1.2GHz,0.601318000,1.448059000,3.070373000
jme,true,true,1180,0,116m,serial,1.2GHz,0.500427000,1.316101000,2.806213000
jme,true,false,976,0,116m,serial,1.2GHz,0.379333000,1.077576000,2.297607000
jme,true,true,5168,0,116m,serial,1.2GHz,1.913147000,6.183716000,12.522217000
jme,true,true,1491,0,116m,serial,1.2GHz,0.565003000,1.768738000,3.627807000
jme,true,true,1261,0,116m,serial,1.2GHz,0.502075000,1.404175000,2.979737000
jme,true,true,1153,0,116m,serial,1.2GHz,0.489929000,1.345337000,2.802979000
jme,true,true,1011,0,116m,serial,1.2GHz,0.431153000,1.178161000,2.453186000
jme,true,true,1190,0,116m,serial,1.2GHz,0.528259000,1.395385000,2.908935000
jme,true,true,1049,0,116m,serial,1.2GHz,0.445740000,1.152954000,2.492432000
jme,true,true,800,0,116m,serial,1.2GHz,0.327332000,0.861878000,1.881104000
jme,true,true,962,0,116m,serial,1.2GHz,0.394409000,1.040588000,2.259094000
jme,true,true,1019,0,116m,serial,1.2GHz,0.429322000,1.130615000,2.429871000
jme,true,true,713,0,116m,serial,1.2GHz,0.286011000,0.745117000,1.648620000
jme,true,true,779,0,116m,serial,1.2GHz,0.322937000,0.919190000,1.900208000
jme,true,true,687,0,116m,serial,1.2GHz,0.295289000,0.744507000,1.639160000
jme,true,true,968,0,116m,serial,1.2GHz,0.395141000,1.053101000,2.279663000
jme,true,true,780,0,116m,serial,1.2GHz,0.321350000,0.831787000,1.837891000
jme,true,true,1057,0,116m,serial,1.2GHz,0.469605000,1.159790000,2.520202000
jme,true,true,774,0,116m,serial,1.2GHz,0.297607000,0.820069000,1.781982000
jme,true,true,847,0,116m,serial,1.2GHz,0.328674000,0.905091000,1.962524000
jme,true,true,796,0,116m,serial,1.2GHz,0.318298000,0.839783000,1.846008000
jme,true,true,760,0,116m,serial,1.2GHz,0.316346000,0.885254000,1.854554000
jme,true,true,784,0,116m,serial,1.2GHz,0.338989000,0.906433000,1.905029000
jme,true,false,799,0,116m,serial,1.2GHz,0.344544000,0.894226000,1.918152000
jme,true,true,5172,0,116m,serial,1.2GHz,1.919372000,6.187622000,12.530761000
jme,true,true,1410,0,116m,serial,1.2GHz,0.540283000,1.583435000,3.346131000
jme,true,true,1290,0,116m,serial,1.2GHz,0.548584000,1.503479000,3.122925000
jme,true,true,1259,0,116m,serial,1.2GHz,0.623840000,1.514649000,3.143433000
jme,true,true,1068,0,116m,serial,1.2GHz,0.444275000,1.235657000,2.576355000
jme,true,true,1000,0,116m,serial,1.2GHz,0.408935000,1.091003000,2.351746000
jme,true,true,924,0,116m,serial,1.2GHz,0.361267000,0.999328000,2.149231000
jme,true,true,823,0,116m,serial,1.2GHz,0.313599000,0.863586000,1.884338000
jme,true,true,814,0,116m,serial,1.2GHz,0.317016000,0.863465000,1.886231000
jme,true,true,1075,0,116m,serial,1.2GHz,0.434936000,1.188538000,2.545349000
jme,true,true,903,0,116m,serial,1.2GHz,0.369018000,0.973206000,2.106689000
jme,true,true,820,0,116m,serial,1.2GHz,0.325562000,0.870849000,1.910522000
jme,true,true,696,0,116m,serial,1.2GHz,0.278870000,0.729858000,1.612854000
jme,true,true,739,0,116m,serial,1.2GHz,0.288269000,0.833923000,1.767517000
jme,true,true,958,0,116m,serial,1.2GHz,0.419311000,1.129395000,2.369629000
jme,true,true,985,0,116m,serial,1.2GHz,0.418518000,1.073669000,2.341918000
jme,true,true,704,0,116m,serial,1.2GHz,0.276184000,0.735230000,1.622986000
jme,true,true,839,0,116m,serial,1.2GHz,0.329285000,0.920959000,1.969666000
jme,true,true,728,0,116m,serial,1.2GHz,0.291931000,0.771606000,1.697022000
jme,true,true,796,0,116m,serial,1.2GHz,0.324340000,0.918396000,1.923340000
jme,true,true,813,0,116m,serial,1.2GHz,0.353088000,0.938904000,1.979126000
jme,true,true,715,0,116m,serial,1.2GHz,0.292175000,0.750122000,1.662536000
jme,true,true,1123,0,116m,serial,1.2GHz,0.515564000,1.305909000,2.753967000
jme,true,true,725,0,116m,serial,1.2GHz,0.284484000,0.764222000,1.674012000
jme,true,true,658,0,116m,serial,1.2GHz,0.246765000,0.670532000,1.485839000
jme,true,true,692,0,116m,serial,1.2GHz,0.280029000,0.779968000,1.658508000
jme,true,true,694,0,116m,serial,1.2GHz,0.273865000,0.723694000,1.597534000
jme,true,false,677,0,116m,serial,1.2GHz,0.253418000,0.686523000,1.521545000
jme,true,true,3788,0,116m,serial,1.6GHz,1.506287000,6.051208000,10.730712000
jme,true,true,1146,0,116m,serial,1.6GHz,0.463134000,1.700196000,3.149719000
jme,true,true,1020,0,116m,serial,1.6GHz,0.476257000,1.655395000,2.965882000
jme,true,true,900,0,116m,serial,1.6GHz,0.446350000,1.387512000,2.569519000
jme,true,true,860,0,116m,serial,1.6GHz,0.430298000,1.327576000,2.457886000
jme,true,true,716,0,116m,serial,1.6GHz,0.325195000,0.975158000,1.901001000
jme,true,true,854,0,116m,serial,1.6GHz,0.386047000,1.250367000,2.353028000
jme,true,true,720,0,116m,serial,1.6GHz,0.308716000,0.998352000,1.922425000
jme,true,true,810,0,116m,serial,1.6GHz,0.360107000,1.140869000,2.186523000
jme,true,true,712,0,116m,serial,1.6GHz,0.313294000,1.000793000,1.922302000
jme,true,true,857,0,116m,serial,1.6GHz,0.396118000,1.225097000,2.337951000
jme,true,true,651,0,116m,serial,1.6GHz,0.291199000,0.892945000,1.748413000
jme,true,true,565,0,116m,serial,1.6GHz,0.257995000,0.784241000,1.531616000
jme,true,true,641,0,116m,serial,1.6GHz,0.271668000,0.870850000,1.689515000
jme,true,true,650,0,116m,serial,1.6GHz,0.325622000,1.007812000,1.874573000
jme,true,true,573,0,116m,serial,1.6GHz,0.282409000,0.866943000,1.637573000
jme,true,true,643,0,116m,serial,1.6GHz,0.297058000,0.882874000,1.728393000
jme,true,true,585,0,116m,serial,1.6GHz,0.263305000,0.800903000,1.572753000
jme,true,true,578,0,116m,serial,1.6GHz,0.258606000,0.782898000,1.541504000
jme,true,true,692,0,116m,serial,1.6GHz,0.319519000,0.977906000,1.881897000
jme,true,true,562,0,116m,serial,1.6GHz,0.248352000,0.753051000,1.488830000
jme,true,true,800,0,116m,serial,1.6GHz,0.390564000,1.124206000,2.180542000
jme,true,true,653,0,116m,serial,1.6GHz,0.305848000,0.995117000,1.836853000
jme,true,true,697,0,116m,serial,1.6GHz,0.345459000,0.966247000,1.891968000
jme,true,true,514,0,116m,serial,1.6GHz,0.240234000,0.725708000,1.402893000
jme,true,true,541,0,116m,serial,1.6GHz,0.233887000,0.712219000,1.406067000
jme,true,true,580,0,116m,serial,1.6GHz,0.247681000,0.778992000,1.526428000
jme,true,true,537,0,116m,serial,1.6GHz,0.232055000,0.702392000,1.392151000
jme,true,true,518,0,116m,serial,1.6GHz,0.231628000,0.689453000,1.371399000
jme,true,true,621,0,116m,serial,1.6GHz,0.269775000,0.842834000,1.648926000
jme,true,true,512,0,116m,serial,1.6GHz,0.211486000,0.659546000,1.309875000
jme,true,true,517,0,116m,serial,1.6GHz,0.237610000,0.780945000,1.458252000
jme,true,true,784,0,116m,serial,1.6GHz,0.347840000,1.115356000,2.127930000
jme,true,true,520,0,116m,serial,1.6GHz,0.222352000,0.672485000,1.335876000
jme,true,true,591,0,116m,serial,1.6GHz,0.261353000,0.825073000,1.590942000
jme,true,true,827,0,116m,serial,1.6GHz,0.358520000,1.248963000,2.305420000
jme,true,true,547,0,116m,serial,1.6GHz,0.254517000,0.770142000,1.480285000
jme,true,true,510,0,116m,serial,1.6GHz,0.219970000,0.663025000,1.327271000
jme,true,true,522,0,116m,serial,1.6GHz,0.224183000,0.689270000,1.359497000
jme,true,false,493,0,116m,serial,1.6GHz,0.209534000,0.641296000,1.280823000
jme,true,true,3772,0,116m,serial,1.6GHz,1.499878000,6.092834000,10.750061000
jme,true,true,1211,0,116m,serial,1.6GHz,0.518921000,1.914551000,3.458740000
jme,true,true,1015,0,116m,serial,1.6GHz,0.525818000,1.578003000,2.927429000
jme,true,true,1014,0,116m,serial,1.6GHz,0.501038000,1.570129000,2.893798000
jme,true,true,936,0,116m,serial,1.6GHz,0.494446000,1.429748000,2.682007000
jme,true,true,851,0,116m,serial,1.6GHz,0.400025000,1.313294000,2.415710000
jme,true,true,754,0,116m,serial,1.6GHz,0.335022000,1.044372000,2.011170000
jme,true,true,722,0,116m,serial,1.6GHz,0.318176000,1.107972000,2.036133000
jme,true,true,710,0,116m,serial,1.6GHz,0.304627000,0.990051000,1.904297000
jme,true,false,671,0,116m,serial,1.6GHz,0.282837000,0.935181000,1.792725000
jme,true,true,4002,0,116m,serial,1.6GHz,1.620117000,6.436279000,11.442566000
jme,true,true,1154,0,116m,serial,1.6GHz,0.470275000,1.707519000,3.168091000
jme,true,true,971,0,116m,serial,1.6GHz,0.442749000,1.514221000,2.763733000
jme,true,true,901,0,116m,serial,1.6GHz,0.463623000,1.390564000,2.585144000
jme,true,true,875,0,116m,serial,1.6GHz,0.450867000,1.350281000,2.515992000
jme,true,true,767,0,116m,serial,1.6GHz,0.349548000,1.073791000,2.067077000
jme,true,true,751,0,116m,serial,1.6GHz,0.328858000,1.110901000,2.079040000
jme,true,true,726,0,116m,serial,1.6GHz,0.314086000,1.006287000,1.940613000
jme,true,false,780,0,116m,serial,1.6GHz,0.358581000,1.100952000,2.123596000
jme,true,true,3795,0,116m,serial,1.6GHz,1.526001000,6.066590000,10.756409000
jme,true,true,1127,0,116m,serial,1.6GHz,0.475098000,1.702331000,3.134277000
jme,true,true,1015,0,116m,serial,1.6GHz,0.467530000,1.644897000,2.947388000
jme,true,true,892,0,116m,serial,1.6GHz,0.427490000,1.375977000,2.525147000
jme,true,true,916,0,116m,serial,1.6GHz,0.467102000,1.425842000,2.629333000
jme,true,true,636,0,116m,serial,1.6GHz,0.283813000,0.853394000,1.678101000
jme,true,true,687,0,116m,serial,1.6GHz,0.296448000,0.947510000,1.830383000
jme,true,true,603,0,116m,serial,1.6GHz,0.261414000,0.808167000,1.583252000
jme,true,true,725,0,116m,serial,1.6GHz,0.309143000,1.002930000,1.931336000
jme,true,true,739,0,116m,serial,1.6GHz,0.325562000,1.063598000,2.019165000
jme,true,true,746,0,116m,serial,1.6GHz,0.333801000,1.043640000,2.005432000
jme,true,false,807,0,116m,serial,1.6GHz,0.379699000,1.158691000,2.222107000
jme,true,true,3831,0,116m,serial,1.6GHz,1.582825000,6.233948000,11.049744000
jme,true,true,1134,0,116m,serial,1.6GHz,0.470947000,1.801086000,3.233704000
jme,true,true,1010,0,116m,serial,1.6GHz,0.445557000,1.503723000,2.794372000
jme,true,true,896,0,116m,serial,1.6GHz,0.433166000,1.400269000,2.568176000
jme,true,true,830,0,116m,serial,1.6GHz,0.429016000,1.300904000,2.404297000
jme,true,true,918,0,116m,serial,1.6GHz,0.435119000,1.385621000,2.575928000
jme,true,true,792,0,116m,serial,1.6GHz,0.351929000,1.118896000,2.137146000
jme,true,true,657,0,116m,serial,1.6GHz,0.285278000,0.900695000,1.751160000
jme,true,true,740,0,116m,serial,1.6GHz,0.323852000,1.098694000,2.049805000
jme,true,true,791,0,116m,serial,1.6GHz,0.352905000,1.134949000,2.149231000
jme,true,true,548,0,116m,serial,1.6GHz,0.240662000,0.733703000,1.446899000
jme,true,true,649,0,116m,serial,1.6GHz,0.288147000,0.895874000,1.744202000
jme,true,true,552,0,116m,serial,1.6GHz,0.242004000,0.741638000,1.445801000
jme,true,true,673,0,116m,serial,1.6GHz,0.290039000,0.939331000,1.807679000
jme,true,true,533,0,116m,serial,1.6GHz,0.224243000,0.695313000,1.374084000
jme,true,true,835,0,116m,serial,1.6GHz,0.411377000,1.179993000,2.277710000
jme,true,true,565,0,116m,serial,1.6GHz,0.246643000,0.764770000,1.497681000
jme,true,true,679,0,116m,serial,1.6GHz,0.299622000,0.957519000,1.836059000
jme,true,true,562,0,116m,serial,1.6GHz,0.242371000,0.747498000,1.465881000
jme,true,true,640,0,116m,serial,1.6GHz,0.286926000,0.961243000,1.785340000
jme,true,true,611,0,116m,serial,1.6GHz,0.304932000,0.947265000,1.749877000
jme,true,true,566,0,116m,serial,1.6GHz,0.243897000,0.752380000,1.478577000
jme,true,true,868,0,116m,serial,1.6GHz,0.447998000,1.300476000,2.456970000
jme,true,true,587,0,116m,serial,1.6GHz,0.257630000,0.854553000,1.618348000
jme,true,true,582,0,116m,serial,1.6GHz,0.238708000,0.773987000,1.512207000
jme,true,true,536,0,116m,serial,1.6GHz,0.241700000,0.723388000,1.427673000
jme,true,true,636,0,116m,serial,1.6GHz,0.269959000,0.874328000,1.685181000
jme,true,true,554,0,116m,serial,1.6GHz,0.236878000,0.748108000,1.459107000
jme,true,true,492,0,116m,serial,1.6GHz,0.224487000,0.648072000,1.297485000
jme,true,true,507,0,116m,serial,1.6GHz,0.216858000,0.652405000,1.305115000
jme,true,true,520,0,116m,serial,1.6GHz,0.224487000,0.678711000,1.357666000
jme,true,false,504,0,116m,serial,1.6GHz,0.212341000,0.645386000,1.291015000
jme,true,true,3805,0,116m,serial,1.6GHz,1.527282000,6.151734000,10.860718000
jme,true,true,1237,0,116m,serial,1.6GHz,0.528747000,1.885986000,3.476502000
jme,true,true,1041,0,116m,serial,1.6GHz,0.478393000,1.644531000,2.990967000
jme,true,true,970,0,116m,serial,1.6GHz,0.519715000,1.498962000,2.801331000
jme,true,true,868,0,116m,serial,1.6GHz,0.418824000,1.234070000,2.378296000
jme,true,true,801,0,116m,serial,1.6GHz,0.344238000,1.127503000,2.153564000
jme,true,true,726,0,116m,serial,1.6GHz,0.324158000,1.012878000,1.960815000
jme,true,true,612,0,116m,serial,1.6GHz,0.263000000,0.817505000,1.598816000
jme,true,true,613,0,116m,serial,1.6GHz,0.264892000,0.836609000,1.628845000
jme,true,true,836,0,116m,serial,1.6GHz,0.377807000,1.213195000,2.296569000
jme,true,true,710,0,116m,serial,1.6GHz,0.324158000,0.981628000,1.905151000
jme,true,true,589,0,116m,serial,1.6GHz,0.255432000,0.785096000,1.542114000
jme,true,true,558,0,116m,serial,1.6GHz,0.261413000,0.822876000,1.558837000
jme,true,true,596,0,116m,serial,1.6GHz,0.251770000,0.815308000,1.572754000
jme,true,false,909,0,116m,serial,1.6GHz,0.416932000,1.402710000,2.562012000
jme,true,true,3942,0,116m,serial,1.6GHz,1.547485000,6.288940000,11.156433000
jme,true,true,1138,0,116m,serial,1.6GHz,0.462342000,1.690857000,3.121765000
jme,true,true,982,0,116m,serial,1.6GHz,0.442566000,1.527771000,2.778687000
jme,true,true,1001,0,116m,serial,1.6GHz,0.517945000,1.603882000,2.924988000
jme,true,true,716,0,116m,serial,1.6GHz,0.322754000,0.987854000,1.915405000
jme,true,true,693,0,116m,serial,1.6GHz,0.290405000,0.955627000,1.835205000
jme,true,true,728,0,116m,serial,1.6GHz,0.320557000,1.016236000,1.959716000
jme,true,false,727,0,116m,serial,1.6GHz,0.309937000,1.004761000,1.928955000
jme,true,true,4048,0,116m,serial,1.6GHz,1.631042000,6.503174000,11.541382000
jme,true,true,1127,0,116m,serial,1.6GHz,0.497620000,1.811646000,3.261902000
jme,true,true,971,0,116m,serial,1.6GHz,0.448853000,1.516052000,2.771179000
jme,true,true,894,0,116m,serial,1.6GHz,0.450439000,1.383056000,2.567627000
jme,true,true,834,0,116m,serial,1.6GHz,0.430115000,1.287781000,2.400757000
jme,true,true,859,0,116m,serial,1.6GHz,0.403870000,1.225647000,2.352905000
jme,true,false,702,0,116m,serial,1.6GHz,0.305481000,0.977417000,1.886841000
jme,true,true,3983,0,116m,serial,1.6GHz,1.589051000,6.436158000,11.367004000
jme,true,true,1208,0,116m,serial,1.6GHz,0.489319000,1.822631000,3.343689000
jme,true,true,972,0,116m,serial,1.6GHz,0.410156000,1.408997000,2.638794000
jme,true,true,960,0,116m,serial,1.6GHz,0.433838000,1.452881000,2.681763000
jme,true,true,848,0,116m,serial,1.6GHz,0.405213000,1.307006000,2.408874000
jme,true,true,813,0,116m,serial,1.6GHz,0.412842000,1.236207000,2.313782000
jme,true,true,934,0,116m,serial,1.6GHz,0.465149000,1.446167000,2.672607000
jme,true,true,689,0,116m,serial,1.6GHz,0.315979000,0.942017000,1.840515000
jme,true,true,769,0,116m,serial,1.6GHz,0.354492000,1.082580000,2.087951000
jme,true,true,685,0,116m,serial,1.6GHz,0.298217000,0.960693000,1.849182000
jme,true,true,520,0,116m,serial,1.6GHz,0.231873000,0.714966000,1.386475000
jme,true,true,607,0,116m,serial,1.6GHz,0.255860000,0.812927000,1.587830000
jme,true,true,530,0,116m,serial,1.6GHz,0.238953000,0.730713000,1.420898000
jme,true,true,587,0,116m,serial,1.6GHz,0.250000000,0.780396000,1.532104000
jme,true,true,761,0,116m,serial,1.6GHz,0.367554000,1.178589000,2.177368000
jme,true,true,677,0,116m,serial,1.6GHz,0.301025000,0.929993000,1.809143000
jme,true,true,540,0,116m,serial,1.6GHz,0.229309000,0.702514000,1.392701000
jme,true,true,660,0,116m,serial,1.6GHz,0.287475000,0.914002000,1.764343000
jme,true,true,547,0,116m,serial,1.6GHz,0.243835000,0.726929000,1.441956000
jme,true,true,636,0,116m,serial,1.6GHz,0.291565000,0.948792000,1.772644000
jme,true,true,629,0,116m,serial,1.6GHz,0.318970000,0.975342000,1.811401000
jme,true,true,613,0,116m,serial,1.6GHz,0.259949000,0.831055000,1.620728000
jme,true,false,871,0,116m,serial,1.6GHz,0.450134000,1.305481000,2.462707000
jme,true,true,3869,0,116m,serial,1.6GHz,1.581848000,6.268432000,11.116944000
jme,true,true,1159,0,116m,serial,1.6GHz,0.479431000,1.742554000,3.210388000
jme,true,true,1001,0,116m,serial,1.6GHz,0.458802000,1.555969000,2.840576000
jme,true,true,896,0,116m,serial,1.6GHz,0.440002000,1.371582000,2.534668000
jme,true,true,842,0,116m,serial,1.6GHz,0.417236000,1.297363000,2.401489000
jme,true,true,750,0,116m,serial,1.6GHz,0.336792000,1.041077000,2.015259000
jme,true,true,732,0,116m,serial,1.6GHz,0.316529000,1.044067000,1.984313000
jme,true,true,756,0,116m,serial,1.6GHz,0.327270000,1.121521000,2.094910000
jme,true,false,748,0,116m,serial,1.6GHz,0.324096000,1.050782000,2.005188000
jme,true,true,3129,0,116m,serial,2.0GHz,1.320008000,7.425476000,11.332825000
jme,true,true,897,0,116m,serial,2.0GHz,0.405212000,1.959350000,3.118591000
jme,true,true,806,0,116m,serial,2.0GHz,0.384094000,1.813721000,2.869445000
jme,true,true,688,0,116m,serial,2.0GHz,0.368225000,1.568848000,2.489624000
jme,true,true,780,0,116m,serial,2.0GHz,0.469421000,1.792053000,2.863709000
jme,true,true,693,0,116m,serial,2.0GHz,0.323852000,1.429077000,2.327087000
jme,true,true,672,0,116m,serial,2.0GHz,0.327331000,1.360474000,2.249084000
jme,true,true,547,0,116m,serial,2.0GHz,0.254517000,1.074951000,1.796752000
jme,true,true,561,0,116m,serial,2.0GHz,0.266785000,1.091309000,1.830689000
jme,true,true,661,0,116m,serial,2.0GHz,0.334412000,1.356994000,2.243469000
jme,true,true,478,0,116m,serial,2.0GHz,0.230652000,0.906556000,1.543762000
jme,true,true,535,0,116m,serial,2.0GHz,0.245728000,1.027710000,1.726501000
jme,true,true,451,0,116m,serial,2.0GHz,0.220886000,0.875000000,1.479187000
jme,true,true,503,0,116m,serial,2.0GHz,0.229980000,0.946472000,1.603211000
jme,true,true,569,0,116m,serial,2.0GHz,0.315796000,1.298768000,2.079101000
jme,true,true,532,0,116m,serial,2.0GHz,0.257080000,1.016785000,1.722290000
jme,true,true,542,0,116m,serial,2.0GHz,0.264343000,1.053467000,1.778869000
jme,true,false,488,0,116m,serial,2.0GHz,0.242492000,0.949585000,1.609863000
jme,true,true,3148,0,116m,serial,2.0GHz,1.399231000,7.638001000,11.628845000
jme,true,true,1015,0,116m,serial,2.0GHz,0.455444000,2.229431000,3.543884000
jme,true,true,811,0,116m,serial,2.0GHz,0.425232000,1.894104000,2.987121000
jme,true,true,786,0,116m,serial,2.0GHz,0.434326000,1.810852000,2.877197000
jme,true,true,685,0,116m,serial,2.0GHz,0.367492000,1.566894000,2.479432000
jme,true,true,727,0,116m,serial,2.0GHz,0.374756000,1.680176000,2.656860000
jme,true,true,721,0,116m,serial,2.0GHz,0.395752000,1.473205000,2.456054000
jme,true,false,500,0,116m,serial,2.0GHz,0.226624000,0.946777000,1.594177000
jme,true,true,3240,0,116m,serial,2.0GHz,1.381774000,7.776734000,11.824402000
jme,true,true,939,0,116m,serial,2.0GHz,0.417359000,2.010315000,3.223755000
jme,true,true,891,0,116m,serial,2.0GHz,0.455689000,2.075806000,3.256164000
jme,true,true,807,0,116m,serial,2.0GHz,0.460632000,1.856445000,2.956665000
jme,true,true,621,0,116m,serial,2.0GHz,0.295593000,1.230408000,2.045349000
jme,true,true,614,0,116m,serial,2.0GHz,0.294373000,1.230896000,2.047241000
jme,true,true,622,0,116m,serial,2.0GHz,0.310302000,1.246033000,2.082641000
jme,true,false,631,0,116m,serial,2.0GHz,0.309082000,1.250855000,2.080933000
jme,true,true,3097,0,116m,serial,2.0GHz,1.331970000,7.415771000,11.289978000
jme,true,true,929,0,116m,serial,2.0GHz,0.413208000,2.002258000,3.200867000
jme,true,true,816,0,116m,serial,2.0GHz,0.418030000,1.885498000,2.961853000
jme,true,true,805,0,116m,serial,2.0GHz,0.456055000,1.837097000,2.925843000
jme,true,true,637,0,116m,serial,2.0GHz,0.341613000,1.253601000,2.117188000
jme,true,true,593,0,116m,serial,2.0GHz,0.282043000,1.168945000,1.952942000
jme,true,true,700,0,116m,serial,2.0GHz,0.342468000,1.427551000,2.357116000
jme,true,true,589,0,116m,serial,2.0GHz,0.273438000,1.153809000,1.918762000
jme,true,true,533,0,116m,serial,2.0GHz,0.248108000,1.031189000,1.737976000
jme,true,true,698,0,116m,serial,2.0GHz,0.349060000,1.444886000,2.370849000
jme,true,true,445,0,116m,serial,2.0GHz,0.213318000,0.813171000,1.403930000
jme,true,true,515,0,116m,serial,2.0GHz,0.248596000,0.994812000,1.684632000
jme,true,true,486,0,116m,serial,2.0GHz,0.230286000,0.923523000,1.561951000
jme,true,true,500,0,116m,serial,2.0GHz,0.237793000,1.046509000,1.708862000
jme,true,false,638,0,116m,serial,2.0GHz,0.350281000,1.471496000,2.337768000
jme,true,true,3053,0,116m,serial,2.0GHz,1.322876000,7.261109000,11.106933000
jme,true,true,976,0,116m,serial,2.0GHz,0.427674000,2.121399000,3.374207000
jme,true,true,773,0,116m,serial,2.0GHz,0.357422000,1.746399000,2.743469000
jme,true,true,793,0,116m,serial,2.0GHz,0.412110000,1.815796000,2.860901000
jme,true,true,787,0,116m,serial,2.0GHz,0.460510000,1.809143000,2.882324000
jme,true,false,738,0,116m,serial,2.0GHz,0.394409000,1.698974000,2.686951000
jme,true,true,3195,0,116m,serial,2.0GHz,1.347229000,7.619384000,11.624816000
jme,true,true,895,0,116m,serial,2.0GHz,0.389466000,1.929687000,3.075562000
jme,true,true,821,0,116m,serial,2.0GHz,0.409973000,1.891236000,2.961304000
jme,true,true,777,0,116m,serial,2.0GHz,0.424500000,1.783020000,2.829285000
jme,true,true,548,0,116m,serial,2.0GHz,0.265625000,1.060913000,1.792297000
jme,true,true,576,0,116m,serial,2.0GHz,0.264649000,1.118347000,1.864686000
jme,true,true,694,0,116m,serial,2.0GHz,0.343139000,1.416260000,2.340394000
jme,true,true,596,0,116m,serial,2.0GHz,0.282654000,1.192444000,1.982239000
jme,true,true,529,0,116m,serial,2.0GHz,0.243835000,1.015625000,1.705749000
jme,true,true,571,0,116m,serial,2.0GHz,0.266906000,1.231995000,1.982056000
jme,true,true,636,0,116m,serial,2.0GHz,0.322205000,1.288818000,2.141418000
jme,true,true,491,0,116m,serial,2.0GHz,0.232178000,0.923950000,1.571900000
jme,true,true,441,0,116m,serial,2.0GHz,0.220520000,0.856201000,1.453430000
jme,true,true,732,0,116m,serial,2.0GHz,0.366760000,1.566650000,2.532043000
jme,true,true,598,0,116m,serial,2.0GHz,0.320922000,1.372437000,2.175842000
jme,true,true,500,0,116m,serial,2.0GHz,0.241760000,0.941650000,1.605652000
jme,true,true,549,0,116m,serial,2.0GHz,0.265442000,1.057922000,1.789428000
