Benchmark,Objective,CPU Frequency (MHz),Frequency (MHz),Heap Label,Heap Multiplier Value,Heap Size MB,Mean,CI Low,CI High,Tied With Lowest Mean CI
spring,Energy,1.2GHz,1200.0,6x,6.0,258,1.7244813,1.497586255,2.0141505824999992,False
spring,Energy,1.6GHz,1600.0,1x,1.0,43,2.3775512,2.2308465824999995,2.474313819999999,False
spring,Energy,1.6GHz,1600.0,2x,2.0,86,1.2754150000000002,1.103047125,1.5242512425,True
spring,Energy,1.6GHz,1600.0,3x,3.0,129,1.4988340999999998,1.2788722650000002,1.7493649975,True
spring,Energy,1.6GHz,1600.0,4x,4.0,172,1.5825806,1.3611915025,1.81530704,True
spring,Energy,1.6GHz,1600.0,5x,5.0,215,1.2437986,1.1482699624999997,1.3988977050000002,True
spring,Energy,1.6GHz,1600.0,6x,6.0,258,1.524884,1.3229493250000002,1.7685344874999998,True
spring,Energy,2.0GHz,2000.0,1x,1.0,43,2.5311341,2.3224802825,2.8002980825000003,False
spring,Energy,2.0GHz,2000.0,2x,2.0,86,1.3554441999999998,1.2987647725,1.42200519,True
spring,Energy,2.0GHz,2000.0,3x,3.0,129,1.302832,1.2318181975,1.3707465125000002,True
spring,Energy,2.0GHz,2000.0,4x,4.0,172,1.3701354,1.3145878025000002,1.429909125,True
spring,Energy,2.0GHz,2000.0,5x,5.0,215,1.3312620999999998,1.23827643,1.4109739674999997,True
spring,Energy,2.0GHz,2000.0,6x,6.0,258,1.36051,1.297769965,1.4308933675000004,True
spring,Energy,2.4GHz,2400.0,1x,1.0,43,2.8197204,2.6388831525,3.0658688549999997,False
spring,Energy,2.4GHz,2400.0,2x,2.0,86,1.4339418,1.2922258950000003,1.6264559,True
spring,Energy,2.4GHz,2400.0,3x,3.0,129,1.4739378,1.3444460775000002,1.6344814725,True
spring,Energy,2.4GHz,2400.0,4x,4.0,172,1.6351503,1.58539053,1.6853535825,False
spring,Energy,2.4GHz,2400.0,5x,5.0,215,1.3727844,1.271490385,1.4596678725,True
spring,Energy,2.4GHz,2400.0,6x,6.0,258,1.4233032,1.293400365,1.536470555,True
spring,Energy,2.7GHz,2700.0,1x,1.0,43,2.9189637999999993,2.8801582525,2.9609940275,False
spring,Energy,2.7GHz,2700.0,2x,2.0,86,1.5487607,1.5106910625,1.5827221325,False
spring,Energy,2.7GHz,2700.0,3x,3.0,129,1.7391234,1.6060804249999998,1.9041454825,False
spring,Energy,2.7GHz,2700.0,4x,4.0,172,1.7032533,1.6601347850000003,1.747334885,False
spring,Energy,2.7GHz,2700.0,5x,5.0,215,1.5574705000000002,1.451037505,1.7207057099999996,False
spring,Energy,2.7GHz,2700.0,6x,6.0,258,1.7072694,1.5240142,1.9112494475,False
spring,Time,400MHz,400.0,1x,1.0,43,2977.7,2636.2825000000003,3212.8125,False
spring,Time,400MHz,400.0,2x,2.0,86,1899.2,1559.995,2211.835,False
spring,Time,400MHz,400.0,3x,3.0,129,1849.3,1544.6425000000002,2131.115,False
spring,Time,400MHz,400.0,4x,4.0,172,2138.6,1904.2175,2327.1549999999997,False
spring,Time,400MHz,400.0,5x,5.0,215,1637.8,1332.0525,1932.815,False
spring,Time,400MHz,400.0,6x,6.0,258,1975.0,1724.485,2215.9725,False
spring,Time,800MHz,800.0,1x,1.0,43,1403.0,1134.27,1723.775,False
spring,Time,800MHz,800.0,2x,2.0,86,831.0,741.39,938.0025,False
spring,Time,800MHz,800.0,3x,3.0,129,830.5,799.1,868.3075,False
spring,Time,800MHz,800.0,4x,4.0,172,825.7,739.495,950.1025,False
spring,Time,800MHz,800.0,5x,5.0,215,811.7,733.8,932.335,False
spring,Time,800MHz,800.0,6x,6.0,258,812.0,749.8,926.205,False
spring,Time,1.2GHz,1200.0,1x,1.0,43,891.0,830.9975,967.025,False
spring,Time,1.2GHz,1200.0,2x,2.0,86,624.2,497.6,754.7025,False
spring,Time,1.2GHz,1200.0,3x,3.0,129,492.6,478.5875,504.7,False
spring,Time,1.2GHz,1200.0,4x,4.0,172,529.4,484.2,602.31,False
spring,Time,1.2GHz,1200.0,5x,5.0,215,571.8,504.985,655.8075,False
spring,Time,1.2GHz,1200.0,6x,6.0,258,604.6,520.395,695.1125,False
spring,Time,1.6GHz,1600.0,1x,1.0,43,784.8,735.795,819.7,False
spring,Time,1.6GHz,1600.0,2x,2.0,86,418.4,356.9,502.2399999999999,False
spring,Time,1.6GHz,1600.0,3x,3.0,129,472.4,399.765,550.7075,False
spring,Time,1.6GHz,1600.0,4x,4.0,172,521.3,434.9825,604.8075,False
spring,Time,1.6GHz,1600.0,5x,5.0,215,406.5,374.5,458.1025,False
spring,Time,1.6GHz,1600.0,6x,6.0,258,463.2,396.39,541.005,False
spring,Time,2.0GHz,2000.0,1x,1.0,43,673.0,615.5975,743.91,False
spring,Time,2.0GHz,2000.0,2x,2.0,86,355.8,342.0975,371.5,False
spring,Time,2.0GHz,2000.0,3x,3.0,129,339.2,323.5975,354.0025,False
spring,Time,2.0GHz,2000.0,4x,4.0,172,339.3,324.09250000000003,356.6025,False
spring,Time,2.0GHz,2000.0,5x,5.0,215,348.8,325.7975,370.0025,False
spring,Time,2.0GHz,2000.0,6x,6.0,258,334.7,320.695,349.705,False
spring,Time,2.4GHz,2400.0,1x,1.0,43,590.5,544.8,643.105,False
spring,Time,2.4GHz,2400.0,2x,2.0,86,295.6,266.395,330.315,True
spring,Time,2.4GHz,2400.0,3x,3.0,129,307.9,282.09000000000003,339.5075,False
spring,Time,2.4GHz,2400.0,4x,4.0,172,322.0,313.0975,331.6025,False
spring,Time,2.4GHz,2400.0,5x,5.0,215,284.5,262.5975,300.9025,True
spring,Time,2.4GHz,2400.0,6x,6.0,258,285.3,257.7925,310.0175,True
spring,Time,2.7GHz,2700.0,1x,1.0,43,518.3,511.4,526.3,False
spring,Time,2.7GHz,2700.0,2x,2.0,86,273.7,267.6975,280.3,True
spring,Time,2.7GHz,2700.0,3x,3.0,129,306.6,282.2,337.3025,False
spring,Time,2.7GHz,2700.0,4x,4.0,172,285.2,276.3975,294.4,True
spring,Time,2.7GHz,2700.0,5x,5.0,215,276.5,257.695,304.5025,True
spring,Time,2.7GHz,2700.0,6x,6.0,258,291.8,258.3975,326.505,True
spring,EDP,400MHz,400.0,1x,1.0,43,16.863434988999998,13.829913032694998,19.52056965168,False
spring,EDP,400MHz,400.0,2x,2.0,86,7.2668297941,5.2049203322825,9.2755438711025,False
spring,EDP,400MHz,400.0,3x,3.0,129,6.939316393,5.132895011624999,8.815674726845002,False
spring,EDP,400MHz,400.0,4x,4.0,172,8.6360650153,7.158650459035001,9.924739434275002,False
spring,EDP,400MHz,400.0,5x,5.0,215,5.9793068991,3.983288912057501,8.0513272087925,False
spring,EDP,400MHz,400.0,6x,6.0,258,8.232827066,6.401510053815001,10.070559592015,False
spring,EDP,800MHz,800.0,1x,1.0,43,4.7229768841,2.7990261286575,6.8804930131074995,False
spring,EDP,800MHz,800.0,2x,2.0,86,1.5470534753,1.2046883081625,1.9873955751975,False
spring,EDP,800MHz,800.0,3x,3.0,129,1.6544770294000002,1.5202019305275,1.8005343229175002,False
spring,EDP,800MHz,800.0,4x,4.0,172,1.4828069435,1.1523741364800002,2.019355909435,False
spring,EDP,800MHz,800.0,5x,5.0,215,1.5620886021,1.2459165325125,2.0441323255475,False
spring,EDP,800MHz,800.0,6x,6.0,258,1.6336367038,1.3427816914025,2.1812325548875,False
spring,EDP,1.2GHz,1200.0,1x,1.0,43,2.0769902119999997,1.7831759513749998,2.5078590171649995,False
spring,EDP,1.2GHz,1200.0,2x,2.0,86,1.1094099543999998,0.7676229750825001,1.5786715331575,False
spring,EDP,1.2GHz,1200.0,3x,3.0,129,0.6994485241,0.6609946471275001,0.7363144287325001,False
spring,EDP,1.2GHz,1200.0,4x,4.0,172,0.7645149715,0.6200625044174999,1.0168437222825002,False
spring,EDP,1.2GHz,1200.0,5x,5.0,215,0.8938643296000002,0.6878711857225002,1.2119668944249995,False
spring,EDP,1.2GHz,1200.0,6x,6.0,258,1.1002418560000002,0.7920648780224999,1.4606299055025005,False
spring,EDP,1.6GHz,1600.0,1x,1.0,43,1.8797909892,1.6815183247049998,2.0277818529000005,False
spring,EDP,1.6GHz,1600.0,2x,2.0,86,0.574039488,0.39152256931,0.8340666713375001,True
spring,EDP,1.6GHz,1600.0,3x,3.0,129,0.7536951538000001,0.5321422080475002,1.0029230696024998,False
spring,EDP,1.6GHz,1600.0,4x,4.0,172,0.8768154459999999,0.6071810053050001,1.1265813997625,False
spring,EDP,1.6GHz,1600.0,5x,5.0,215,0.5207546802999999,0.4302141799775,0.66921360731,True
spring,EDP,1.6GHz,1600.0,6x,6.0,258,0.7499089190999999,0.5275487452125001,1.0131423342675,False
spring,EDP,2.0GHz,2000.0,1x,1.0,43,1.7460797831,1.4247036752000002,2.158883968955,False
spring,EDP,2.0GHz,2000.0,2x,2.0,86,0.4847412247,0.4421326272425,0.5287904512775,False
spring,EDP,2.0GHz,2000.0,3x,3.0,129,0.4446701195999999,0.4018768927325,0.48804117019,True
spring,EDP,2.0GHz,2000.0,4x,4.0,172,0.4674715162999999,0.4258536233874999,0.510264075945,True
spring,EDP,2.0GHz,2000.0,5x,5.0,215,0.4694188831,0.4130340941624999,0.5257427274,True
spring,EDP,2.0GHz,2000.0,6x,6.0,258,0.4579123396,0.4160142709899999,0.501408362065,True
spring,EDP,2.4GHz,2400.0,1x,1.0,43,1.6912278209,1.4502549652575,2.0163112857974994,False
spring,EDP,2.4GHz,2400.0,2x,2.0,86,0.4381668740999999,0.348965046515,0.55599692974,True
spring,EDP,2.4GHz,2400.0,3x,3.0,129,0.4644741166999999,0.3791458010875,0.576742136795,True
spring,EDP,2.4GHz,2400.0,4x,4.0,172,0.5276770054,0.4937610594975,0.5585831082525,False
spring,EDP,2.4GHz,2400.0,5x,5.0,215,0.3951092313,0.3417523448999999,0.439925098555,True
spring,EDP,2.4GHz,2400.0,6x,6.0,258,0.4143907912,0.339531158655,0.4870931343324999,True
spring,EDP,2.7GHz,2700.0,1x,1.0,43,1.5136662568,1.4723398612675005,1.5579250993199998,False
spring,EDP,2.7GHz,2700.0,2x,2.0,86,0.4244963801,0.4059964902375,0.4441538737575,True
spring,EDP,2.7GHz,2700.0,3x,3.0,129,0.5437918191000001,0.4533771937725001,0.6521441957275,False
spring,EDP,2.7GHz,2700.0,4x,4.0,172,0.4867253875999999,0.460266067335,0.5131088807724999,False
spring,EDP,2.7GHz,2700.0,5x,5.0,215,0.4392377354,0.3754843642325,0.53528335869,True
spring,EDP,2.7GHz,2700.0,6x,6.0,258,0.5160497232000001,0.4081793715175,0.6398508930375,True
spring,EDP2,400MHz,400.0,1x,1.0,43,97.09578045672365,74.67932270047719,116.88970398471098,False
spring,EDP2,400MHz,400.0,2x,2.0,86,29.18793649581901,17.768271576619455,39.90863135190281,False
spring,EDP2,400MHz,400.0,3x,3.0,129,27.24855594367695,16.52809227021669,37.71792463659258,False
spring,EDP2,400MHz,400.0,4x,4.0,172,35.45552192788229,26.95892509934512,42.90895562989874,False
spring,EDP2,400MHz,400.0,5x,5.0,215,23.39252467769524,12.530358262395325,35.321072514426525,False
spring,EDP2,400MHz,400.0,6x,6.0,258,35.41192060920575,25.117823431931736,45.764351397856466,False
spring,EDP2,800MHz,800.0,1x,1.0,43,17.539935783874874,6.787457568255362,28.74881479338888,False
spring,EDP2,800MHz,800.0,2x,2.0,86,2.995042630729501,1.8960863254514064,4.177577070738046,False
spring,EDP2,800MHz,800.0,3x,3.0,129,3.309991280191574,2.9104040859928846,3.7550872568270623,False
spring,EDP2,800MHz,800.0,4x,4.0,172,2.820316169425958,1.803385935415498,4.540299934761945,False
spring,EDP2,800MHz,800.0,5x,5.0,215,3.120763620721407,2.093157918765794,4.58056321080778,False
spring,EDP2,800MHz,800.0,6x,6.0,258,3.456553401056135,2.410192790829084,5.4438696314136195,False
spring,EDP2,1.2GHz,1200.0,1x,1.0,43,4.943371152220402,3.849540723805929,6.678442826092324,False
spring,EDP2,1.2GHz,1200.0,2x,2.0,86,2.1456405454980243,1.2295029744959904,3.473837313029423,False
spring,EDP2,1.2GHz,1200.0,3x,3.0,129,0.9952507815917347,0.9150406963455427,1.0746527644683548,False
spring,EDP2,1.2GHz,1200.0,4x,4.0,172,1.158209610915447,0.7979630081094462,1.8162787225553685,False
spring,EDP2,1.2GHz,1200.0,5x,5.0,215,1.4727371294880658,0.9281856723850808,2.327666620215204,False
spring,EDP2,1.2GHz,1200.0,6x,6.0,258,2.119752227883489,1.2142227880061092,3.244355136452326,False
spring,EDP2,1.6GHz,1600.0,1x,1.0,43,4.527645665361228,3.8289133733349145,5.025444518257999,False
spring,EDP2,1.6GHz,1600.0,2x,2.0,86,0.8524588501887737,0.4320823068064263,1.459777576691852,True
spring,EDP2,1.6GHz,1600.0,3x,3.0,129,1.2752485797959738,0.788416379692965,1.91021400731319,False
spring,EDP2,1.6GHz,1600.0,4x,4.0,172,1.5469126352735183,0.9790378048904907,2.1796827120467595,False
spring,EDP2,1.6GHz,1600.0,5x,5.0,215,0.6912979624285881,0.491833111549093,1.0133709968990066,True
spring,EDP2,1.6GHz,1600.0,6x,6.0,258,1.2832396957320245,0.7342790349221562,1.856082757902055,False
spring,EDP2,2.0GHz,2000.0,1x,1.0,43,4.652251120803268,3.319961850189318,6.331172736274323,False
spring,EDP2,2.0GHz,2000.0,2x,2.0,86,0.6640010767715395,0.5799925314365519,0.7602971967258314,True
spring,EDP2,2.0GHz,2000.0,3x,3.0,129,0.5871368330606772,0.5014631012039923,0.6761912120316735,True
spring,EDP2,2.0GHz,2000.0,4x,4.0,172,0.6475269076814547,0.5602808874364533,0.7431206560235207,True
spring,EDP2,2.0GHz,2000.0,5x,5.0,215,0.6379278792628871,0.5242137124071634,0.7527700069785463,True
spring,EDP2,2.0GHz,2000.0,6x,6.0,258,0.6303532492536142,0.5351140388492671,0.722806531555339,True
spring,EDP2,2.4GHz,2400.0,1x,1.0,43,4.919031921222269,3.8155010193114474,6.287476507734923,False
spring,EDP2,2.4GHz,2400.0,2x,2.0,86,0.6733111958832821,0.4679986587957291,0.971620377783791,True
spring,EDP2,2.4GHz,2400.0,3x,3.0,129,0.7188242967805517,0.5381628068014999,1.0005106993554431,True
spring,EDP2,2.4GHz,2400.0,4x,4.0,172,0.8667968968735339,0.7910433030726269,0.9446111859468324,False
spring,EDP2,2.4GHz,2400.0,5x,5.0,215,0.5544494686421808,0.4437676568713481,0.6459854956852493,True
spring,EDP2,2.4GHz,2400.0,6x,6.0,258,0.6128254128562929,0.4505608168843121,0.7607510696875524,True
spring,EDP2,2.7GHz,2700.0,1x,1.0,43,4.422752261209876,4.240018051819371,4.613136214412679,False
spring,EDP2,2.7GHz,2700.0,2x,2.0,86,0.6593866720152215,0.6132848880679378,0.707132624695751,True
spring,EDP2,2.7GHz,2700.0,3x,3.0,129,0.9840643415014252,0.7367194793148244,1.284499878768706,False
spring,EDP2,2.7GHz,2700.0,4x,4.0,172,0.8321041049523418,0.7703368925719397,0.8984944233433305,False
spring,EDP2,2.7GHz,2700.0,5x,5.0,215,0.7147508108005581,0.5517617223238788,0.9814254720631804,True
spring,EDP2,2.7GHz,2700.0,6x,6.0,258,0.9437250799461784,0.6234174364973948,1.3074707729960595,True
sunflow,Energy,400MHz,400.0,1x,1.0,5,18.4617737,18.191900995,18.8362839275,False
sunflow,Energy,400MHz,400.0,2x,2.0,10,5.533587900000001,5.2370391624999995,5.898442364999999,False
sunflow,Energy,400MHz,400.0,3x,3.0,15,4.439770600000001,4.182796260000001,4.725901912500001,False
sunflow,Energy,400MHz,400.0,4x,4.0,20,4.5150757000000015,4.122557110000001,4.949943747499999,False
sunflow,Energy,400MHz,400.0,5x,5.0,25,4.409332,4.110653029999999,4.8002805099999994,False
sunflow,Energy,400MHz,400.0,6x,6.0,30,4.3636596999999995,4.1078943325,4.672382635,False
sunflow,Energy,800MHz,800.0,1x,1.0,5,11.1886474,11.0039750775,11.3900523,False
sunflow,Energy,800MHz,800.0,2x,2.0,10,3.2825499999999996,3.0776179275,3.5405803799999997,False
sunflow,Energy,800MHz,800.0,3x,3.0,15,2.4473879,2.3355210675,2.59783885,False
sunflow,Energy,800MHz,800.0,4x,4.0,20,2.555597,2.3483120375,2.7847140825,False
sunflow,Energy,800MHz,800.0,5x,5.0,25,2.4288086,2.28179888,2.5912127000000003,False
sunflow,Energy,800MHz,800.0,6x,6.0,30,2.6147644999999997,2.37274808,2.9102079249999995,False
sunflow,Energy,1.2GHz,1200.0,1x,1.0,5,8.861206200000002,8.773480395000002,9.010109505,False
sunflow,Energy,1.2GHz,1200.0,2x,2.0,10,2.5782593,2.4219297425,2.7473713600000003,False
sunflow,Energy,1.2GHz,1200.0,3x,3.0,15,2.07724,1.9396259775,2.2428027525,False
sunflow,Energy,1.2GHz,1200.0,4x,4.0,20,1.9307982000000004,1.84092957,2.0349653875,False
sunflow,Energy,1.2GHz,1200.0,5x,5.0,25,2.1117861,1.9212475625,2.306668565,False
sunflow,Energy,1.2GHz,1200.0,6x,6.0,30,1.9594175999999996,1.819823585,2.1336553474999995,False
sunflow,Energy,1.6GHz,1600.0,1x,1.0,5,15.017444,14.9518650925,15.074877912500002,False
sunflow,Energy,1.6GHz,1600.0,2x,2.0,10,4.0981566,3.984634087500001,4.23637901,False
sunflow,Energy,1.6GHz,1600.0,3x,3.0,15,3.827294699999999,3.6144795825,4.00532561,False
sunflow,Energy,1.6GHz,1600.0,4x,4.0,20,3.4975282,3.2993754575,3.684377945,False
sunflow,Energy,1.6GHz,1600.0,5x,5.0,25,3.4171509,3.299083475,3.5697948124999996,False
sunflow,Energy,1.6GHz,1600.0,6x,6.0,30,3.44917,3.3322336100000003,3.5878750550000005,False
sunflow,Energy,1.8GHz,1800.0,1x,1.0,5,8.089294599999999,7.976625772500001,8.232387492500001,False
sunflow,Energy,1.8GHz,1800.0,2x,2.0,10,2.3414979,2.20224966,2.5151806224999995,False
sunflow,Energy,1.8GHz,1800.0,3x,3.0,15,1.7221924000000002,1.6606626925,1.7848086025000005,True
sunflow,Energy,1.8GHz,1800.0,4x,4.0,20,1.6645446,1.585461285,1.7912622175,True
sunflow,Energy,1.8GHz,1800.0,5x,5.0,25,1.6880493,1.5537940475,1.9004768975,True
sunflow,Energy,1.8GHz,1800.0,6x,6.0,30,1.8656493,1.6982874875000002,2.0610695975,True
sunflow,Energy,2.0GHz,2000.0,1x,1.0,5,8.2474425,8.202336027500001,8.29362749,False
sunflow,Energy,2.0GHz,2000.0,2x,2.0,10,2.3256163000000005,2.220529795,2.4863728225,False
sunflow,Energy,2.0GHz,2000.0,3x,3.0,15,1.8072386000000005,1.7147252574999998,1.9198432299999997,True
sunflow,Energy,2.0GHz,2000.0,4x,4.0,20,1.7811525,1.636530525,1.9670624075,True
sunflow,Energy,2.0GHz,2000.0,5x,5.0,25,1.6418155000000003,1.57960016,1.7271878975,True
sunflow,Energy,2.0GHz,2000.0,6x,6.0,30,1.6503358,1.5878419,1.7102192925000002,True
sunflow,Energy,2.4GHz,2400.0,1x,1.0,5,9.2224121,9.072391005,9.4136680575,False
sunflow,Energy,2.4GHz,2400.0,2x,2.0,10,2.7102234,2.556669035,2.86099706,False
sunflow,Energy,2.4GHz,2400.0,3x,3.0,15,1.82605,1.7715324449999996,1.882367615,False
sunflow,Energy,2.4GHz,2400.0,4x,4.0,20,2.0656493,1.8962427375,2.2345293275,False
sunflow,Energy,2.4GHz,2400.0,5x,5.0,25,1.9860781,1.82575454,2.177470945,False
sunflow,Energy,2.4GHz,2400.0,6x,6.0,30,1.8576967,1.69800775,2.0546878175,True
sunflow,Energy,2.7GHz,2700.0,1x,1.0,5,9.87973,9.786052375,9.992190627499998,False
sunflow,Energy,2.7GHz,2700.0,2x,2.0,10,2.8432921999999996,2.6804729624999997,3.0278509225,False
sunflow,Energy,2.7GHz,2700.0,3x,3.0,15,2.08067,1.9684143999999997,2.2376687224999996,False
sunflow,Energy,2.7GHz,2700.0,4x,4.0,20,2.1343383000000005,1.9698790425000003,2.3097310475,False
sunflow,Energy,2.7GHz,2700.0,5x,5.0,25,2.0376342,1.8633297775,2.2651535299999996,False
sunflow,Energy,2.7GHz,2700.0,6x,6.0,30,1.9901366,1.86643644,2.15587606,False
sunflow,Time,400MHz,400.0,1x,1.0,5,9917.3,9810.8,10086.505,False
sunflow,Time,400MHz,400.0,2x,2.0,10,2947.9,2781.095,3150.1475,False
sunflow,Time,400MHz,400.0,3x,3.0,15,2357.5,2219.9625,2510.58,False
sunflow,Time,400MHz,400.0,4x,4.0,20,2403.6,2212.125,2625.9425,False
sunflow,Time,400MHz,400.0,5x,5.0,25,2330.5,2169.795,2526.0225,False
sunflow,Time,400MHz,400.0,6x,6.0,30,2327.0,2189.8675000000003,2477.9125,False
sunflow,Time,800MHz,800.0,1x,1.0,5,5252.4,5189.485,5339.405,False
sunflow,Time,800MHz,800.0,2x,2.0,10,1529.2,1430.99,1651.7125,False
sunflow,Time,800MHz,800.0,3x,3.0,15,1134.6,1085.77,1197.8025,False
sunflow,Time,800MHz,800.0,4x,4.0,20,1191.4,1096.5825,1307.725,False
sunflow,Time,800MHz,800.0,5x,5.0,25,1122.1,1059.1975,1198.7075,False
sunflow,Time,800MHz,800.0,6x,6.0,30,1211.9,1096.0975,1345.8449999999998,False
sunflow,Time,1.2GHz,1200.0,1x,1.0,5,3550.5,3519.6,3606.91,False
sunflow,Time,1.2GHz,1200.0,2x,2.0,10,1020.5,964.375,1086.005,False
sunflow,Time,1.2GHz,1200.0,3x,3.0,15,819.9,770.895,882.3025,False
sunflow,Time,1.2GHz,1200.0,4x,4.0,20,763.1,727.7,803.6025000000001,False
sunflow,Time,1.2GHz,1200.0,5x,5.0,25,837.3,764.1975,915.7,False
sunflow,Time,1.2GHz,1200.0,6x,6.0,30,772.4,712.1800000000001,849.4075,False
sunflow,Time,1.6GHz,1600.0,1x,1.0,5,5093.0,5076.9,5107.7,False
sunflow,Time,1.6GHz,1600.0,2x,2.0,10,1371.8,1340.2,1414.615,False
sunflow,Time,1.6GHz,1600.0,3x,3.0,15,1274.9,1211.8475,1332.9225,False
sunflow,Time,1.6GHz,1600.0,4x,4.0,20,1170.0,1111.8975,1231.11,False
sunflow,Time,1.6GHz,1600.0,5x,5.0,25,1145.8,1110.1925,1190.5,False
sunflow,Time,1.6GHz,1600.0,6x,6.0,30,1147.4,1107.9875,1195.305,False
sunflow,Time,1.8GHz,1800.0,1x,1.0,5,2505.7,2473.7975,2544.2025,False
sunflow,Time,1.8GHz,1800.0,2x,2.0,10,710.5,669.0975,757.3025,False
sunflow,Time,1.8GHz,1800.0,3x,3.0,15,520.8,501.8975,538.605,False
sunflow,Time,1.8GHz,1800.0,4x,4.0,20,501.3,475.4925,542.9,False
sunflow,Time,1.8GHz,1800.0,5x,5.0,25,507.4,468.595,569.7075,False
sunflow,Time,1.8GHz,1800.0,6x,6.0,30,564.7,513.795,630.005,False
sunflow,Time,2.0GHz,2000.0,1x,1.0,5,2277.2,2268.2975,2286.3025,False
sunflow,Time,2.0GHz,2000.0,2x,2.0,10,626.5,600.1925,666.31,False
sunflow,Time,2.0GHz,2000.0,3x,3.0,15,485.3,459.095,517.105,False
sunflow,Time,2.0GHz,2000.0,4x,4.0,20,457.2,432.7,487.1025,False
sunflow,Time,2.0GHz,2000.0,5x,5.0,25,440.0,423.4975,463.71,False
sunflow,Time,2.0GHz,2000.0,6x,6.0,30,444.3,428.7,461.3075,False
sunflow,Time,2.4GHz,2400.0,1x,1.0,5,2010.8,1980.5975,2047.8025,False
sunflow,Time,2.4GHz,2400.0,2x,2.0,10,566.1,537.895,598.605,False
sunflow,Time,2.4GHz,2400.0,3x,3.0,15,380.7,370.6975,393.4025,True
sunflow,Time,2.4GHz,2400.0,4x,4.0,20,434.3,401.395,470.105,False
sunflow,Time,2.4GHz,2400.0,5x,5.0,25,417.1,382.3975,457.205,False
sunflow,Time,2.4GHz,2400.0,6x,6.0,30,389.3,349.6,431.1,True
sunflow,Time,2.7GHz,2700.0,1x,1.0,5,1820.3,1802.8975,1842.8025,False
sunflow,Time,2.7GHz,2700.0,2x,2.0,10,500.3,472.8,534.205,False
sunflow,Time,2.7GHz,2700.0,3x,3.0,15,363.3,344.295,387.615,True
sunflow,Time,2.7GHz,2700.0,4x,4.0,20,372.4,344.3925,404.905,True
sunflow,Time,2.7GHz,2700.0,5x,5.0,25,356.7,325.6,396.105,True
sunflow,Time,2.7GHz,2700.0,6x,6.0,30,349.0,325.1975,381.31,True
sunflow,EDP,400MHz,400.0,1x,1.0,5,183.2011326088,178.57502833520002,189.61286713255748,False
sunflow,EDP,400MHz,400.0,2x,2.0,10,16.4896206337,14.561591505255002,18.9939554388075,False
sunflow,EDP,400MHz,400.0,3x,3.0,15,10.5654095633,9.40673655995,11.895694869175,False
sunflow,EDP,400MHz,400.0,4x,4.0,20,11.095092607800002,9.002856616405001,13.283436624529998,False
sunflow,EDP,400MHz,400.0,5x,5.0,25,10.4391452658,8.9582476371125,12.2933712404775,False
sunflow,EDP,400MHz,400.0,6x,6.0,30,10.2643737905,8.9399371511175,11.6133425985225,False
sunflow,EDP,800MHz,800.0,1x,1.0,5,58.8055819486,57.221512566795006,61.013401969540006,False
sunflow,EDP,800MHz,800.0,2x,2.0,10,5.0863694202,4.423225706687501,5.8381083823574995,False
sunflow,EDP,800MHz,800.0,3x,3.0,15,2.7954661143,2.53541433722,3.140124419347501,False
sunflow,EDP,800MHz,800.0,4x,4.0,20,3.1019932074000005,2.6191857709125004,3.704839858735,False
sunflow,EDP,800MHz,800.0,5x,5.0,25,2.7538903473999996,2.4161933685749997,3.141611105605,False
sunflow,EDP,800MHz,800.0,6x,6.0,30,3.2638398496,2.6183791216600008,3.9878894307899992,False
sunflow,EDP,1.2GHz,1200.0,1x,1.0,5,31.4792370295,30.876947871157498,32.545045035835,False
sunflow,EDP,1.2GHz,1200.0,2x,2.0,10,2.6591234461999997,2.345671686365,3.0598473295324995,False
sunflow,EDP,1.2GHz,1200.0,3x,3.0,15,1.7249416326999998,1.51619668607,1.9858467182724993,False
sunflow,EDP,1.2GHz,1200.0,4x,4.0,20,1.4825369811,1.3458810596875,1.6472864950725,False
sunflow,EDP,1.2GHz,1200.0,5x,5.0,25,1.8073110406999997,1.5128985789775,2.15950371276,False
sunflow,EDP,1.2GHz,1200.0,6x,6.0,30,1.5450314432,1.2657186581050002,1.85212656916,False
sunflow,EDP,1.6GHz,1600.0,1x,1.0,5,76.48602908029999,75.905195888995,76.98405241127,False
sunflow,EDP,1.6GHz,1600.0,2x,2.0,10,5.634518138700001,5.3341160964649985,6.018843031335,False
sunflow,EDP,1.6GHz,1600.0,3x,3.0,15,4.9102937816,4.427570557155,5.392461350275,False
sunflow,EDP,1.6GHz,1600.0,4x,4.0,20,4.123159830500001,3.7169180096675007,4.588547558275,False
sunflow,EDP,1.6GHz,1600.0,5x,5.0,25,3.929813438399999,3.653161852142499,4.256693554422499,False
sunflow,EDP,1.6GHz,1600.0,6x,6.0,30,3.971321032100001,3.701443909225,4.268959828947501,False
sunflow,EDP,1.8GHz,1800.0,1x,1.0,5,20.280674363000003,19.766655804145,20.90052039373,False
sunflow,EDP,1.8GHz,1800.0,2x,2.0,10,1.6822081130999995,1.4639291829150003,1.9360958033075,False
sunflow,EDP,1.8GHz,1800.0,3x,3.0,15,0.8998547704,0.8358696713775,0.9644372773325002,False
sunflow,EDP,1.8GHz,1800.0,4x,4.0,20,0.8439011418,0.7564955150749999,0.9750204930575,False
sunflow,EDP,1.8GHz,1800.0,5x,5.0,25,0.8796746939,0.7341315056750001,1.1094713065950002,True
