Benchmark,Objective,CPU Frequency (MHz),Frequency (MHz),Heap Label,Heap Multiplier Value,Heap Size MB,Mean,CI Low,CI High,Tied With Lowest Mean CI
spring,EDP2,800MHz,800.0,1x,1.0,50,7.697016492650277,6.040141893490955,9.545255215157503,False
spring,EDP2,800MHz,800.0,2x,2.0,100,1.8577842528275188,1.2797478751230231,2.6043318217529237,False
spring,EDP2,800MHz,800.0,3x,3.0,150,1.5266941379579897,1.0294873382252518,2.236101840351009,False
spring,EDP2,800MHz,800.0,4x,4.0,200,1.5250095105273922,1.0460289371262403,2.3148078592481176,False
spring,EDP2,800MHz,800.0,5x,5.0,250,1.186480756853571,0.9963689202228664,1.37857620762175,False
spring,EDP2,800MHz,800.0,6x,6.0,300,2.4027407835597736,1.277035366841556,3.885572387491172,False
spring,EDP2,1.2GHz,1200.0,1x,1.0,50,2.61342331375148,2.078031918468689,3.144537408321093,False
spring,EDP2,1.2GHz,1200.0,2x,2.0,100,1.333081147481588,1.0363926372591632,1.7392936889414468,False
spring,EDP2,1.2GHz,1200.0,3x,3.0,150,0.964396566863282,0.8519046926601075,1.0735075690568934,False
spring,EDP2,1.2GHz,1200.0,4x,4.0,200,0.968929480080831,0.8283900820326048,1.1210549294969685,False
spring,EDP2,1.2GHz,1200.0,5x,5.0,250,1.1507163615154208,0.908245529209685,1.5164652245881831,False
spring,EDP2,1.2GHz,1200.0,6x,6.0,300,0.9269995533151888,0.8146092060040392,1.0416339744477077,False
spring,EDP2,1.6GHz,1600.0,1x,1.0,50,2.096612222055757,1.7494157300286282,2.5936437705788777,False
spring,EDP2,1.6GHz,1600.0,2x,2.0,100,0.474231541692914,0.4150604756574327,0.5277627326307934,True
spring,EDP2,1.6GHz,1600.0,3x,3.0,150,0.5001405943369972,0.4202966872916193,0.5909794286418164,True
spring,EDP2,1.6GHz,1600.0,4x,4.0,200,0.618686441785051,0.4123267881995176,0.9024276223391068,True
spring,EDP2,1.6GHz,1600.0,5x,5.0,250,0.5049069265813212,0.4231490952626383,0.582917362553761,True
spring,EDP2,1.6GHz,1600.0,6x,6.0,300,0.5434652656766066,0.4589696901645738,0.6410248666793366,True
spring,EDP2,2.0GHz,2000.0,1x,1.0,50,2.9956784005188277,1.2789033260854474,4.736155831401299,False
spring,EDP2,2.0GHz,2000.0,2x,2.0,100,0.577072985111884,0.5217790759583083,0.6340031432229511,False
spring,EDP2,2.0GHz,2000.0,3x,3.0,150,0.4183506676006242,0.3055371898261825,0.5358883134462865,True
spring,EDP2,2.0GHz,2000.0,4x,4.0,200,0.4119218185517167,0.3299278578041013,0.497378056884747,True
spring,EDP2,2.0GHz,2000.0,5x,5.0,250,0.4921012948928983,0.3950149693346907,0.574422291423828,True
spring,EDP2,2.0GHz,2000.0,6x,6.0,300,0.5848683037810164,0.4696776180665896,0.6978096750133299,True
spring,EDP2,2.4GHz,2400.0,1x,1.0,50,4.304745365112327,3.3262995774114095,5.256092370236171,False
spring,EDP2,2.4GHz,2400.0,2x,2.0,100,0.7435766220692079,0.4500780725482743,1.1315955089573742,True
spring,EDP2,2.4GHz,2400.0,3x,3.0,150,0.7010748363527214,0.4953179948460881,0.985480864550176,True
spring,EDP2,2.4GHz,2400.0,4x,4.0,200,0.7361836359029352,0.4887891821453888,1.0661563995017036,True
spring,EDP2,2.4GHz,2400.0,5x,5.0,250,0.6587558026281815,0.5256873133890385,0.8597986064597789,False
spring,EDP2,2.4GHz,2400.0,6x,6.0,300,0.5557319990194158,0.5028497866189575,0.5984637429097657,False
spring,EDP2,2.7GHz,2700.0,1x,1.0,50,5.6650506555735385,4.313509304811853,6.882375075377808,False
spring,EDP2,2.7GHz,2700.0,2x,2.0,100,0.542575184612199,0.445570992790427,0.6346445780497295,True
spring,EDP2,2.7GHz,2700.0,3x,3.0,150,0.4579346219823145,0.4037305460171536,0.5201776354770179,True
spring,EDP2,2.7GHz,2700.0,4x,4.0,200,0.5942676764939943,0.4889130125954538,0.7021431909581908,True
spring,EDP2,2.7GHz,2700.0,5x,5.0,250,0.6036790907959937,0.5485006896301321,0.652942589238237,False
spring,EDP2,2.7GHz,2700.0,6x,6.0,300,0.6336282128284213,0.5544808602149612,0.7136512410741993,False
sunflow,Energy,400MHz,400.0,1x,1.0,5,9.1400513,8.935127815,9.3997962625,False
sunflow,Energy,400MHz,400.0,2x,2.0,10,4.0611145,3.872956475,4.3095802050000005,False
sunflow,Energy,400MHz,400.0,3x,3.0,15,4.178485400000001,3.9541391149999994,4.3932681475,False
sunflow,Energy,400MHz,400.0,4x,4.0,20,3.956604,3.845766925,4.105335685000001,False
sunflow,Energy,400MHz,400.0,5x,5.0,25,4.1002135,3.931545105,4.3336683350000005,False
sunflow,Energy,400MHz,400.0,6x,6.0,30,4.0485413999999995,3.8883327225,4.2467563175,False
sunflow,Energy,800MHz,800.0,1x,1.0,5,5.3058044,5.2686637725,5.3500643,False
sunflow,Energy,800MHz,800.0,2x,2.0,10,2.4772887,2.3195871,2.6372359325,False
sunflow,Energy,800MHz,800.0,3x,3.0,15,2.2936462000000004,2.185167575,2.41882747,False
sunflow,Energy,800MHz,800.0,4x,4.0,20,2.4186341,2.2980508650000004,2.5539241849999996,False
sunflow,Energy,800MHz,800.0,5x,5.0,25,2.4309264,2.29931107,2.560395265,False
sunflow,Energy,800MHz,800.0,6x,6.0,30,2.4290834,2.2800498300000003,2.5832111825,False
sunflow,Energy,1.2GHz,1200.0,1x,1.0,5,4.2423706,4.187902139999999,4.33204696,False
sunflow,Energy,1.2GHz,1200.0,2x,2.0,10,1.8456545999999996,1.77095081,1.9288692999999997,False
sunflow,Energy,1.2GHz,1200.0,3x,3.0,15,1.8668946,1.7529395575000002,1.9831882625,False
sunflow,Energy,1.2GHz,1200.0,4x,4.0,20,1.8172181,1.7508118324999995,1.8873764225,False
sunflow,Energy,1.2GHz,1200.0,5x,5.0,25,1.9308899,1.81300521,2.048057755,False
sunflow,Energy,1.2GHz,1200.0,6x,6.0,30,1.9101681000000004,1.7677280075,2.0653402450000007,False
sunflow,Energy,1.6GHz,1600.0,1x,1.0,5,3.8252502,3.749090495,3.9215770874999993,False
sunflow,Energy,1.6GHz,1600.0,2x,2.0,10,1.7538387999999998,1.6657535975000002,1.8337232325,True
sunflow,Energy,1.6GHz,1600.0,3x,3.0,15,1.6892214,1.5557509450000002,1.8317004375,True
sunflow,Energy,1.6GHz,1600.0,4x,4.0,20,1.6199401999999998,1.5300717925,1.7247899025,True
sunflow,Energy,1.6GHz,1600.0,5x,5.0,25,1.6720335,1.6004206825000002,1.75569158,True
sunflow,Energy,1.6GHz,1600.0,6x,6.0,30,1.6632569,1.5516527624999998,1.7600742424999998,True
sunflow,Energy,2.0GHz,2000.0,1x,1.0,5,4.002954099999999,3.8910439975,4.1319346275,False
sunflow,Energy,2.0GHz,2000.0,2x,2.0,10,1.7585753,1.6540192275,1.8631852825,True
sunflow,Energy,2.0GHz,2000.0,3x,3.0,15,1.6291261,1.5449976375,1.7286497175,True
sunflow,Energy,2.0GHz,2000.0,4x,4.0,20,1.7775634,1.6415288225,1.902534435,True
sunflow,Energy,2.0GHz,2000.0,5x,5.0,25,1.6551147999999998,1.5724738450000002,1.7505991325000003,True
sunflow,Energy,2.0GHz,2000.0,6x,6.0,30,1.6472291,1.56617083,1.7466950475,True
sunflow,Energy,2.4GHz,2400.0,1x,1.0,5,4.2572875,4.176249364999999,4.341348685000001,False
sunflow,Energy,2.4GHz,2400.0,2x,2.0,10,1.7365539,1.673936405,1.8063041024999995,True
sunflow,Energy,2.4GHz,2400.0,3x,3.0,15,1.7952575,1.6902351025000002,1.8990974175,True
sunflow,Energy,2.4GHz,2400.0,4x,4.0,20,1.8214235,1.71519927,1.95253882,True
sunflow,Energy,2.4GHz,2400.0,5x,5.0,25,1.7737120999999998,1.6796985825,1.882487715,True
sunflow,Energy,2.4GHz,2400.0,6x,6.0,30,1.7356200000000002,1.63334014,1.8673387775,True
sunflow,Energy,2.7GHz,2700.0,1x,1.0,5,4.5126157000000005,4.4419819325,4.6169427575,False
sunflow,Energy,2.7GHz,2700.0,2x,2.0,10,1.8811219,1.8113088675,1.9410595325,False
sunflow,Energy,2.7GHz,2700.0,3x,3.0,15,1.8834657,1.7941197300000002,1.9862292275,False
sunflow,Energy,2.7GHz,2700.0,4x,4.0,20,1.8312987,1.7512388675,1.91606781,False
sunflow,Energy,2.7GHz,2700.0,5x,5.0,25,1.921289,1.7808318425000005,2.0742651249999997,False
sunflow,Energy,2.7GHz,2700.0,6x,6.0,30,1.948865,1.841599875,2.0576618799999995,False
sunflow,Time,400MHz,400.0,1x,1.0,5,5176.8,5076.1775,5294.41,False
sunflow,Time,400MHz,400.0,2x,2.0,10,2308.9,2201.3575,2450.7374999999997,False
sunflow,Time,400MHz,400.0,3x,3.0,15,2377.8,2254.3775,2507.115,False
sunflow,Time,400MHz,400.0,4x,4.0,20,2243.0,2178.3,2334.11,False
sunflow,Time,400MHz,400.0,5x,5.0,25,2327.2,2223.985,2449.3175,False
sunflow,Time,400MHz,400.0,6x,6.0,30,2303.3,2209.595,2419.4075,False
sunflow,Time,800MHz,800.0,1x,1.0,5,2569.6,2556.9975,2584.5,False
sunflow,Time,800MHz,800.0,2x,2.0,10,1201.2,1125.96,1283.8000000000002,False
sunflow,Time,800MHz,800.0,3x,3.0,15,1113.1,1056.9899999999998,1175.61,False
sunflow,Time,800MHz,800.0,4x,4.0,20,1171.1,1110.28,1241.62,False
sunflow,Time,800MHz,800.0,5x,5.0,25,1178.7,1103.3825,1242.6025,False
sunflow,Time,800MHz,800.0,6x,6.0,30,1179.6,1112.59,1248.305,False
sunflow,Time,1.2GHz,1200.0,1x,1.0,5,1723.1,1701.6975,1759.7025,False
sunflow,Time,1.2GHz,1200.0,2x,2.0,10,753.7,724.8,789.3050000000001,False
sunflow,Time,1.2GHz,1200.0,3x,3.0,15,759.6,716.0,811.01,False
sunflow,Time,1.2GHz,1200.0,4x,4.0,20,742.1,714.2,770.405,False
sunflow,Time,1.2GHz,1200.0,5x,5.0,25,791.7,744.3924999999999,840.31,False
sunflow,Time,1.2GHz,1200.0,6x,6.0,30,782.4,724.3924999999999,843.205,False
sunflow,Time,1.6GHz,1600.0,1x,1.0,5,1307.2,1279.8950000000002,1342.5,False
sunflow,Time,1.6GHz,1600.0,2x,2.0,10,607.4,576.5,639.7025,False
sunflow,Time,1.6GHz,1600.0,3x,3.0,15,581.4,540.195,628.0125,False
sunflow,Time,1.6GHz,1600.0,4x,4.0,20,566.0,534.5825,602.405,False
sunflow,Time,1.6GHz,1600.0,5x,5.0,25,579.7,553.8950000000001,608.8,False
sunflow,Time,1.6GHz,1600.0,6x,6.0,30,576.1,542.595,610.0025,False
sunflow,Time,2.0GHz,2000.0,1x,1.0,5,1064.3,1038.4,1093.8175,False
sunflow,Time,2.0GHz,2000.0,2x,2.0,10,480.5,450.59,510.0,False
sunflow,Time,2.0GHz,2000.0,3x,3.0,15,442.8,420.99,469.805,False
sunflow,Time,2.0GHz,2000.0,4x,4.0,20,480.1,444.9,516.0,False
sunflow,Time,2.0GHz,2000.0,5x,5.0,25,445.5,425.1975,472.21,False
sunflow,Time,2.0GHz,2000.0,6x,6.0,30,448.1,424.0975,477.505,False
sunflow,Time,2.4GHz,2400.0,1x,1.0,5,886.9,870.8975,905.2025,False
sunflow,Time,2.4GHz,2400.0,2x,2.0,10,366.3,354.6,378.3025,False
sunflow,Time,2.4GHz,2400.0,3x,3.0,15,379.1,357.395,401.405,False
sunflow,Time,2.4GHz,2400.0,4x,4.0,20,385.3,362.0975,410.005,False
sunflow,Time,2.4GHz,2400.0,5x,5.0,25,374.1,354.1925,399.4075,False
sunflow,Time,2.4GHz,2400.0,6x,6.0,30,361.7,341.5,385.5025,False
sunflow,Time,2.7GHz,2700.0,1x,1.0,5,786.9,776.7,804.0,False
sunflow,Time,2.7GHz,2700.0,2x,2.0,10,331.9,320.0,343.4025,True
sunflow,Time,2.7GHz,2700.0,3x,3.0,15,328.7,312.7,347.3025,True
sunflow,Time,2.7GHz,2700.0,4x,4.0,20,321.7,308.1975,338.3025,True
sunflow,Time,2.7GHz,2700.0,5x,5.0,25,335.9,312.3975,362.605,True
sunflow,Time,2.7GHz,2700.0,6x,6.0,30,341.7,322.985,363.0,True
sunflow,EDP,400MHz,400.0,1x,1.0,5,47.3853090684,45.22497832803249,49.81185318585499,False
sunflow,EDP,400MHz,400.0,2x,2.0,10,9.4444667488,8.518324065785,10.529292155187502,False
sunflow,EDP,400MHz,400.0,3x,3.0,15,10.0046884037,9.002825911815,11.0585278271475,False
sunflow,EDP,400MHz,400.0,4x,4.0,20,8.903187796300001,8.356304206030002,9.62764330634,False
sunflow,EDP,400MHz,400.0,5x,5.0,25,9.6004388155,8.756372706755,10.666887911115,False
sunflow,EDP,400MHz,400.0,6x,6.0,30,9.3732699828,8.596056022175002,10.2429684416925,False
sunflow,EDP,800MHz,800.0,1x,1.0,5,13.635103218,13.480108988165,13.85446629204,False
sunflow,EDP,800MHz,800.0,2x,2.0,10,3.0060083111,2.6407916074,3.4006531462574996,False
sunflow,EDP,800MHz,800.0,3x,3.0,15,2.5703723508,2.3287795017825,2.87600693571,False
sunflow,EDP,800MHz,800.0,4x,4.0,20,2.854647925400001,2.5516365770175,3.1747732089325,False
sunflow,EDP,800MHz,800.0,5x,5.0,25,2.8895137839,2.5508408422625,3.20742141785,False
sunflow,EDP,800MHz,800.0,6x,6.0,30,2.8915777917,2.5327651049349997,3.222760765399999,False
sunflow,EDP,1.2GHz,1200.0,1x,1.0,5,7.3166394411,7.13373569105,7.630837791877499,False
sunflow,EDP,1.2GHz,1200.0,2x,2.0,10,1.397979588,1.28402373262,1.54125680404,False
sunflow,EDP,1.2GHz,1200.0,3x,3.0,15,1.4324071616,1.2580687273700004,1.6059190001075,False
sunflow,EDP,1.2GHz,1200.0,4x,4.0,20,1.3540105209,1.246668621315,1.4712028164074995,False
sunflow,EDP,1.2GHz,1200.0,5x,5.0,25,1.5427757027,1.372285129045,1.71316119188,False
sunflow,EDP,1.2GHz,1200.0,6x,6.0,30,1.5180314246999995,1.2986581231600005,1.7704718208025,False
sunflow,EDP,1.6GHz,1600.0,1x,1.0,5,5.007795013,4.803348273495001,5.260851021374999,False
sunflow,EDP,1.6GHz,1600.0,2x,2.0,10,1.0722141438,0.96580727705,1.1698315138525,False
sunflow,EDP,1.6GHz,1600.0,3x,3.0,15,0.9984676007,0.8455076117650001,1.17440528353,False
sunflow,EDP,1.6GHz,1600.0,4x,4.0,20,0.9256327912,0.8186934704625,1.0409552799425,False
sunflow,EDP,1.6GHz,1600.0,5x,5.0,25,0.9749566463,0.8875949861475,1.0716961738375,False
sunflow,EDP,1.6GHz,1600.0,6x,6.0,30,0.9673559545,0.8430302737200002,1.081740715025,False
sunflow,EDP,2.0GHz,2000.0,1x,1.0,5,4.2693515172,4.0332050538125,4.517902913615,False
sunflow,EDP,2.0GHz,2000.0,2x,2.0,10,0.853167812,0.75033232387,0.9635314105,False
sunflow,EDP,2.0GHz,2000.0,3x,3.0,15,0.7272090311,0.6507292513624999,0.81943676784,True
sunflow,EDP,2.0GHz,2000.0,4x,4.0,20,0.8645973951,0.7492435314349999,0.9883397322575,False
sunflow,EDP,2.0GHz,2000.0,5x,5.0,25,0.7430378952000001,0.664968496135,0.8336282529999999,False
sunflow,EDP,2.0GHz,2000.0,6x,6.0,30,0.744055238,0.6597822901625,0.8361622993475001,False
sunflow,EDP,2.4GHz,2400.0,1x,1.0,5,3.7794110022,3.64521275809,3.9322685317899992,False
sunflow,EDP,2.4GHz,2400.0,2x,2.0,10,0.6383024936,0.5924338386275,0.6889701456925,True
sunflow,EDP,2.4GHz,2400.0,3x,3.0,15,0.6869195881000001,0.6117006360025001,0.7659478068375002,True
sunflow,EDP,2.4GHz,2400.0,4x,4.0,20,0.7091369028,0.6190245133774999,0.8043221029450001,True
sunflow,EDP,2.4GHz,2400.0,5x,5.0,25,0.6693364543,0.59478775069,0.7568546733425,True
sunflow,EDP,2.4GHz,2400.0,6x,6.0,30,0.6342500749,0.5594536430175,0.7216988789925,True
sunflow,EDP,2.7GHz,2700.0,1x,1.0,5,3.554346610600001,3.4535193318775,3.717826507202499,False
sunflow,EDP,2.7GHz,2700.0,2x,2.0,10,0.6263687704999998,0.5805849120349998,0.6707617123925,True
sunflow,EDP,2.7GHz,2700.0,3x,3.0,15,0.6233854964,0.5630588979825,0.6873586122925001,True
sunflow,EDP,2.7GHz,2700.0,4x,4.0,20,0.5926806521000001,0.5372028335524999,0.6540091152,True
sunflow,EDP,2.7GHz,2700.0,5x,5.0,25,0.653816198,0.5589989041774999,0.7534868268125,True
sunflow,EDP,2.7GHz,2700.0,6x,6.0,30,0.6712348109,0.600520137965,0.7524523151,True
sunflow,EDP2,400MHz,400.0,1x,1.0,5,434.5098049453318,403.5610836156536,467.22871673294304,False
sunflow,EDP2,400MHz,400.0,2x,2.0,10,38.933121006598356,33.20750046593938,45.93715664230885,False
sunflow,EDP2,400MHz,400.0,3x,3.0,15,42.3879055090877,36.20963931748677,49.1404451486108,False
sunflow,EDP2,400MHz,400.0,4x,4.0,20,35.458122398708596,32.279387360940994,39.911443105926736,False
sunflow,EDP2,400MHz,400.0,5x,5.0,25,39.864068698411856,34.42259111193354,46.83601426403549,False
sunflow,EDP2,400MHz,400.0,6x,6.0,30,38.35154750281462,33.56880078545639,44.40283195025104,False
sunflow,EDP2,800MHz,800.0,1x,1.0,5,72.36342607123811,71.03383849756872,73.94857068870893,False
sunflow,EDP2,800MHz,800.0,2x,2.0,10,7.59827180959886,6.235367571556694,9.036569435396528,False
sunflow,EDP2,800MHz,800.0,3x,3.0,15,5.975533110811286,5.176709331698128,7.008788305533662,False
sunflow,EDP2,800MHz,800.0,4x,4.0,20,7.013250291170597,5.948394465667463,8.239421878465214,False
sunflow,EDP2,800MHz,800.0,5x,5.0,25,7.135737851879609,6.089124354636119,8.3554200642966,False
sunflow,EDP2,800MHz,800.0,6x,6.0,30,7.148926713392993,5.97477943386284,8.378359611280514,False
sunflow,EDP2,1.2GHz,1200.0,1x,1.0,5,31.09737502774097,29.83749189449752,33.16579867713678,False
sunflow,EDP2,1.2GHz,1200.0,2x,2.0,10,2.606877246059386,2.3042909124183595,3.0033118041252007,False
sunflow,EDP2,1.2GHz,1200.0,3x,3.0,15,2.7297145050898184,2.2290909055730825,3.308917089873713,False
sunflow,EDP2,1.2GHz,1200.0,4x,4.0,20,2.481281104365567,2.1912111118350164,2.794959619180111,False
sunflow,EDP2,1.2GHz,1200.0,5x,5.0,25,3.0334569971918315,2.5099574863739,3.5682482730384764,False
sunflow,EDP2,1.2GHz,1200.0,6x,6.0,30,2.990910850791881,2.30519248557921,3.6964540550432186,False
sunflow,EDP2,1.6GHz,1600.0,1x,1.0,5,19.213726869516513,17.92854419048395,20.67877721461912,False
sunflow,EDP2,1.6GHz,1600.0,2x,2.0,10,1.904055969445708,1.6368831378833375,2.1840388914894184,False
sunflow,EDP2,1.6GHz,1600.0,3x,3.0,15,1.744457825240901,1.3571440127747574,2.168232512065586,False
sunflow,EDP2,1.6GHz,1600.0,4x,4.0,20,1.5285374173204949,1.2731200796738331,1.8221816632285912,False
sunflow,EDP2,1.6GHz,1600.0,5x,5.0,25,1.6499034872149507,1.4259638365939686,1.8869270900348336,False
sunflow,EDP2,1.6GHz,1600.0,6x,6.0,30,1.640228288270711,1.3696334744586138,1.927970319594279,False
sunflow,EDP2,2.0GHz,2000.0,1x,1.0,5,17.168058986670726,15.701240396204536,18.80198209999647,False
sunflow,EDP2,2.0GHz,2000.0,2x,2.0,10,1.5295925615013592,1.25242275387831,1.8106467916878644,True
sunflow,EDP2,2.0GHz,2000.0,3x,3.0,15,1.2050823948590184,1.014961628963612,1.4473785527409488,True
sunflow,EDP2,2.0GHz,2000.0,4x,4.0,20,1.575980040117558,1.2659765906222278,1.9259539710370717,True
sunflow,EDP2,2.0GHz,2000.0,5x,5.0,25,1.250240679352211,1.0435244937718902,1.4769265047458855,True
sunflow,EDP2,2.0GHz,2000.0,6x,6.0,30,1.2457957176807846,1.0445863041014505,1.477869834012825,True
sunflow,EDP2,2.4GHz,2400.0,1x,1.0,5,16.122232194149372,15.289173776624107,17.163743653432043,False
sunflow,EDP2,2.4GHz,2400.0,2x,2.0,10,1.1169320908682532,0.993329747387258,1.2545951596637943,True
sunflow,EDP2,2.4GHz,2400.0,3x,3.0,15,1.2561465709291535,1.0335370759459357,1.4664639108132875,True
sunflow,EDP2,2.4GHz,2400.0,4x,4.0,20,1.3198194413327138,1.0830229377310483,1.594818593478541,True
sunflow,EDP2,2.4GHz,2400.0,5x,5.0,25,1.208328656388661,1.0150132424066838,1.442665382974373,True
sunflow,EDP2,2.4GHz,2400.0,6x,6.0,30,1.126237330294234,0.914895740517412,1.4048678757560724,True
sunflow,EDP2,2.7GHz,2700.0,1x,1.0,5,16.07257811449471,15.353843025784272,17.20118025054175,False
sunflow,EDP2,2.7GHz,2700.0,2x,2.0,10,1.1857767318732069,1.0623730416486508,1.3032475954194425,True
sunflow,EDP2,2.7GHz,2700.0,3x,3.0,15,1.1908441497440037,1.0142960170475968,1.3869852676390844,True
sunflow,EDP2,2.7GHz,2700.0,4x,4.0,20,1.0985247989317624,0.9372064935886082,1.2716104566905542,True
sunflow,EDP2,2.7GHz,2700.0,5x,5.0,25,1.2905062726544716,1.00893378018512,1.6139107998847038,True
sunflow,EDP2,2.7GHz,2700.0,6x,6.0,30,1.3290513970071451,1.1191003658651075,1.567594163969778,True
xalan,Energy,400MHz,400.0,1x,1.0,5,4.161108499999999,4.011786775,4.3040020775,False
xalan,Energy,400MHz,400.0,2x,2.0,10,2.2766784,2.127007185,2.4198758075,False
xalan,Energy,400MHz,400.0,3x,3.0,15,2.4067567,2.2594474325,2.5362210975000004,False
xalan,Energy,400MHz,400.0,4x,4.0,20,2.4126831,2.2712151025,2.5499535024999997,False
xalan,Energy,400MHz,400.0,5x,5.0,25,2.3319640999999995,2.14139592,2.5036187150000004,False
xalan,Energy,400MHz,400.0,6x,6.0,30,2.3693909,2.2291998625,2.49834626,False
xalan,Energy,800MHz,800.0,1x,1.0,5,2.4741515,2.3509370200000004,2.6236562125,False
xalan,Energy,800MHz,800.0,2x,2.0,10,1.4399414,1.30932538,1.5901908025000002,False
xalan,Energy,800MHz,800.0,3x,3.0,15,1.3650755,1.2897428925,1.423364255,False
xalan,Energy,800MHz,800.0,4x,4.0,20,1.421637,1.3238992475,1.524805265,False
xalan,Energy,800MHz,800.0,5x,5.0,25,1.3872436,1.3047951625000005,1.457607255,False
xalan,Energy,800MHz,800.0,6x,6.0,30,1.3609008,1.271754925,1.4553994175,False
xalan,Energy,1.2GHz,1200.0,1x,1.0,5,1.9399476000000004,1.8622623425,2.0217684075,False
xalan,Energy,1.2GHz,1200.0,2x,2.0,10,1.0630309,0.9961548,1.13497503,True
xalan,Energy,1.2GHz,1200.0,3x,3.0,15,1.0883241,1.0154769025,1.1617539975,True
xalan,Energy,1.2GHz,1200.0,4x,4.0,20,1.1077027999999998,1.04119051,1.1801392999999998,False
xalan,Energy,1.2GHz,1200.0,5x,5.0,25,1.0639466,1.006413365,1.1214814625000002,True
xalan,Energy,1.2GHz,1200.0,6x,6.0,30,1.1360536,1.0757272424999995,1.1920578975,False
xalan,Energy,1.6GHz,1600.0,1x,1.0,5,1.9502868,1.7277756799999997,2.33365112,False
xalan,Energy,1.6GHz,1600.0,2x,2.0,10,0.9918028,0.930168685,1.056874035,True
xalan,Energy,1.6GHz,1600.0,3x,3.0,15,1.0205018,0.9585129200000002,1.0799452775,True
xalan,Energy,1.6GHz,1600.0,4x,4.0,20,0.9615723,0.8930801274999999,1.0330818825,True
xalan,Energy,1.6GHz,1600.0,5x,5.0,25,1.0068482,0.95938841,1.0489818225000005,True
xalan,Energy,1.6GHz,1600.0,6x,6.0,30,0.9652527,0.908677215,1.0187171625,True
xalan,Energy,2.0GHz,2000.0,1x,1.0,5,1.8737427,1.8288443825,1.925306725,False
xalan,Energy,2.0GHz,2000.0,2x,2.0,10,1.0277771,0.98234158,1.0729762424999998,True
xalan,Energy,2.0GHz,2000.0,3x,3.0,15,1.0511537,0.9828213825,1.1063397775,True
xalan,Energy,2.0GHz,2000.0,4x,4.0,20,1.0296387,0.97512113,1.077973365,True
xalan,Energy,2.0GHz,2000.0,5x,5.0,25,1.0415284,0.9868365725,1.092531995,True
xalan,Energy,2.0GHz,2000.0,6x,6.0,30,1.0465394,0.992313405,1.085280745,True
xalan,Energy,2.4GHz,2400.0,1x,1.0,5,2.0084656,1.92161686,2.1010475724999997,False
xalan,Energy,2.4GHz,2400.0,2x,2.0,10,1.1334472999999998,1.1054809425,1.1642790074999996,False
xalan,Energy,2.4GHz,2400.0,3x,3.0,15,1.0845398,1.0402553475000005,1.124635795,False
xalan,Energy,2.4GHz,2400.0,4x,4.0,20,1.0662107,1.0157319450000002,1.1228110475,True
xalan,Energy,2.4GHz,2400.0,5x,5.0,25,1.0995239,1.0355935175,1.15452322,False
xalan,Energy,2.4GHz,2400.0,6x,6.0,30,1.0448121999999995,0.9881201549999998,1.0952623825,True
xalan,Energy,2.7GHz,2700.0,1x,1.0,5,2.2377622999999995,2.1287987274999995,2.352708285,False
xalan,Energy,2.7GHz,2700.0,2x,2.0,10,1.1515745000000002,1.0859788224999998,1.21304579,False
xalan,Energy,2.7GHz,2700.0,3x,3.0,15,1.1610415,1.09619038,1.216931975,False
xalan,Energy,2.7GHz,2700.0,4x,4.0,20,1.1912414999999998,1.1626062325000002,1.226145525,False
xalan,Energy,2.7GHz,2700.0,5x,5.0,25,1.1735107,1.11259577,1.23351318,False
xalan,Energy,2.7GHz,2700.0,6x,6.0,30,1.156482,1.09802381,1.2076510699999998,False
xalan,Time,400MHz,400.0,1x,1.0,5,2298.7,2224.1874999999995,2379.4049999999997,False
xalan,Time,400MHz,400.0,2x,2.0,10,1260.5,1177.89,1352.9325,False
xalan,Time,400MHz,400.0,3x,3.0,15,1329.1,1235.09,1404.505,False
xalan,Time,400MHz,400.0,4x,4.0,20,1330.1,1251.2225,1404.4025,False
xalan,Time,400MHz,400.0,5x,5.0,25,1284.0,1186.0949999999998,1376.4,False
xalan,Time,400MHz,400.0,6x,6.0,30,1311.8,1232.275,1384.81,False
xalan,Time,800MHz,800.0,1x,1.0,5,1180.3,1129.5875,1242.0225,False
xalan,Time,800MHz,800.0,2x,2.0,10,650.9,604.2950000000001,700.8074999999999,False
xalan,Time,800MHz,800.0,3x,3.0,15,645.1,606.59,674.7075,False
xalan,Time,800MHz,800.0,4x,4.0,20,653.3,620.0999999999999,681.805,False
xalan,Time,800MHz,800.0,5x,5.0,25,662.3,619.9000000000001,698.0,False
xalan,Time,800MHz,800.0,6x,6.0,30,647.9,604.595,688.3199999999999,False
xalan,Time,1.2GHz,1200.0,1x,1.0,5,784.4,751.595,818.02,False
xalan,Time,1.2GHz,1200.0,2x,2.0,10,417.9,392.395,446.71,False
xalan,Time,1.2GHz,1200.0,3x,3.0,15,425.6,399.2975,450.9,False
xalan,Time,1.2GHz,1200.0,4x,4.0,20,420.2,400.8,440.5,False
xalan,Time,1.2GHz,1200.0,5x,5.0,25,424.8,399.0925,449.4,False
xalan,Time,1.2GHz,1200.0,6x,6.0,30,447.1,424.6,466.5025,False
xalan,Time,1.6GHz,1600.0,1x,1.0,5,700.0,584.6,917.6,False
xalan,Time,1.6GHz,1600.0,2x,2.0,10,326.7,308.0975,346.5075,False
xalan,Time,1.6GHz,1600.0,3x,3.0,15,331.1,313.6975,349.4025,False
xalan,Time,1.6GHz,1600.0,4x,4.0,20,317.5,296.2,340.005,False
